zipcode,zone,trange,zonetitle
41759,6b,-5 to 0,6b: -5 to 0
41760,6b,-5 to 0,6b: -5 to 0
41762,6b,-5 to 0,6b: -5 to 0
41763,6b,-5 to 0,6b: -5 to 0
41764,6b,-5 to 0,6b: -5 to 0
41766,6b,-5 to 0,6b: -5 to 0
41772,6b,-5 to 0,6b: -5 to 0
41773,6b,-5 to 0,6b: -5 to 0
41774,6b,-5 to 0,6b: -5 to 0
41775,6b,-5 to 0,6b: -5 to 0
41776,6b,-5 to 0,6b: -5 to 0
41777,6b,-5 to 0,6b: -5 to 0
41778,6b,-5 to 0,6b: -5 to 0
41804,6b,-5 to 0,6b: -5 to 0
41810,6b,-5 to 0,6b: -5 to 0
41812,6b,-5 to 0,6b: -5 to 0
41815,6b,-5 to 0,6b: -5 to 0
41817,6b,-5 to 0,6b: -5 to 0
41819,6b,-5 to 0,6b: -5 to 0
41821,6b,-5 to 0,6b: -5 to 0
41822,6b,-5 to 0,6b: -5 to 0
41824,6b,-5 to 0,6b: -5 to 0
41825,6b,-5 to 0,6b: -5 to 0
41826,6b,-5 to 0,6b: -5 to 0
41828,6b,-5 to 0,6b: -5 to 0
41831,6b,-5 to 0,6b: -5 to 0
41832,6b,-5 to 0,6b: -5 to 0
41833,6b,-5 to 0,6b: -5 to 0
41834,6b,-5 to 0,6b: -5 to 0
41835,6b,-5 to 0,6b: -5 to 0
41836,6b,-5 to 0,6b: -5 to 0
41837,6b,-5 to 0,6b: -5 to 0
41838,6b,-5 to 0,6b: -5 to 0
41839,6b,-5 to 0,6b: -5 to 0
41840,6b,-5 to 0,6b: -5 to 0
41843,6b,-5 to 0,6b: -5 to 0
41844,6b,-5 to 0,6b: -5 to 0
41845,6b,-5 to 0,6b: -5 to 0
41847,6b,-5 to 0,6b: -5 to 0
41848,6b,-5 to 0,6b: -5 to 0
41849,6b,-5 to 0,6b: -5 to 0
41855,6b,-5 to 0,6b: -5 to 0
41858,6b,-5 to 0,6b: -5 to 0
41859,6b,-5 to 0,6b: -5 to 0
41861,6b,-5 to 0,6b: -5 to 0
41862,6b,-5 to 0,6b: -5 to 0
42001,7a,0 to 5,7a: 0 to 5
42002,7a,0 to 5,7a: 0 to 5
42003,7a,0 to 5,7a: 0 to 5
42020,7a,0 to 5,7a: 0 to 5
42021,7a,0 to 5,7a: 0 to 5
42022,7a,0 to 5,7a: 0 to 5
42023,7a,0 to 5,7a: 0 to 5
42024,7a,0 to 5,7a: 0 to 5
42025,7a,0 to 5,7a: 0 to 5
42027,7a,0 to 5,7a: 0 to 5
42028,7a,0 to 5,7a: 0 to 5
42029,7a,0 to 5,7a: 0 to 5
42031,7a,0 to 5,7a: 0 to 5
42032,7a,0 to 5,7a: 0 to 5
42033,7a,0 to 5,7a: 0 to 5
42035,7a,0 to 5,7a: 0 to 5
42036,7a,0 to 5,7a: 0 to 5
42037,7a,0 to 5,7a: 0 to 5
42038,7a,0 to 5,7a: 0 to 5
42039,7a,0 to 5,7a: 0 to 5
42040,7a,0 to 5,7a: 0 to 5
42041,7a,0 to 5,7a: 0 to 5
42044,7a,0 to 5,7a: 0 to 5
42045,7a,0 to 5,7a: 0 to 5
42047,7a,0 to 5,7a: 0 to 5
42048,7a,0 to 5,7a: 0 to 5
42049,7a,0 to 5,7a: 0 to 5
42050,7a,0 to 5,7a: 0 to 5
42051,7a,0 to 5,7a: 0 to 5
42053,7a,0 to 5,7a: 0 to 5
42054,7a,0 to 5,7a: 0 to 5
42055,7a,0 to 5,7a: 0 to 5
42056,7a,0 to 5,7a: 0 to 5
42058,7a,0 to 5,7a: 0 to 5
42060,7a,0 to 5,7a: 0 to 5
42061,7a,0 to 5,7a: 0 to 5
42063,7a,0 to 5,7a: 0 to 5
42064,7a,0 to 5,7a: 0 to 5
42066,7a,0 to 5,7a: 0 to 5
42069,7a,0 to 5,7a: 0 to 5
42070,7a,0 to 5,7a: 0 to 5
42071,7a,0 to 5,7a: 0 to 5
42076,7a,0 to 5,7a: 0 to 5
42078,7a,0 to 5,7a: 0 to 5
42079,7a,0 to 5,7a: 0 to 5
42081,6b,-5 to 0,6b: -5 to 0
42082,7a,0 to 5,7a: 0 to 5
42083,7a,0 to 5,7a: 0 to 5
42085,7a,0 to 5,7a: 0 to 5
42086,7a,0 to 5,7a: 0 to 5
42087,7a,0 to 5,7a: 0 to 5
42088,7a,0 to 5,7a: 0 to 5
42101,6b,-5 to 0,6b: -5 to 0
42102,6b,-5 to 0,6b: -5 to 0
42103,6b,-5 to 0,6b: -5 to 0
42104,6b,-5 to 0,6b: -5 to 0
42120,7a,0 to 5,7a: 0 to 5
42122,6b,-5 to 0,6b: -5 to 0
42123,6b,-5 to 0,6b: -5 to 0
42124,6b,-5 to 0,6b: -5 to 0
42127,6b,-5 to 0,6b: -5 to 0
42128,6b,-5 to 0,6b: -5 to 0
42129,6b,-5 to 0,6b: -5 to 0
42130,6b,-5 to 0,6b: -5 to 0
42131,6b,-5 to 0,6b: -5 to 0
42133,6b,-5 to 0,6b: -5 to 0
42134,7a,0 to 5,7a: 0 to 5
42135,7a,0 to 5,7a: 0 to 5
42140,6b,-5 to 0,6b: -5 to 0
42141,6b,-5 to 0,6b: -5 to 0
42142,6b,-5 to 0,6b: -5 to 0
42151,6b,-5 to 0,6b: -5 to 0
42152,6b,-5 to 0,6b: -5 to 0
42153,7a,0 to 5,7a: 0 to 5
42154,6b,-5 to 0,6b: -5 to 0
42156,6b,-5 to 0,6b: -5 to 0
42157,6b,-5 to 0,6b: -5 to 0
42159,6b,-5 to 0,6b: -5 to 0
42160,6b,-5 to 0,6b: -5 to 0
42163,6b,-5 to 0,6b: -5 to 0
42164,6b,-5 to 0,6b: -5 to 0
42166,6b,-5 to 0,6b: -5 to 0
42167,6b,-5 to 0,6b: -5 to 0
42170,6b,-5 to 0,6b: -5 to 0
42171,6b,-5 to 0,6b: -5 to 0
42201,6b,-5 to 0,6b: -5 to 0
42202,7a,0 to 5,7a: 0 to 5
42204,7a,0 to 5,7a: 0 to 5
42206,6b,-5 to 0,6b: -5 to 0
42207,6b,-5 to 0,6b: -5 to 0
42210,6b,-5 to 0,6b: -5 to 0
42211,7a,0 to 5,7a: 0 to 5
42214,6b,-5 to 0,6b: -5 to 0
42215,6b,-5 to 0,6b: -5 to 0
42216,6b,-5 to 0,6b: -5 to 0
42217,6b,-5 to 0,6b: -5 to 0
42219,6b,-5 to 0,6b: -5 to 0
42220,6b,-5 to 0,6b: -5 to 0
42221,6b,-5 to 0,6b: -5 to 0
42223,7a,0 to 5,7a: 0 to 5
42232,6b,-5 to 0,6b: -5 to 0
42234,7a,0 to 5,7a: 0 to 5
42236,7a,0 to 5,7a: 0 to 5
42240,6b,-5 to 0,6b: -5 to 0
42241,6b,-5 to 0,6b: -5 to 0
42252,6b,-5 to 0,6b: -5 to 0
42254,7a,0 to 5,7a: 0 to 5
42256,6b,-5 to 0,6b: -5 to 0
42259,6b,-5 to 0,6b: -5 to 0
42261,6b,-5 to 0,6b: -5 to 0
42262,7a,0 to 5,7a: 0 to 5
42265,7a,0 to 5,7a: 0 to 5
42266,6b,-5 to 0,6b: -5 to 0
42273,6b,-5 to 0,6b: -5 to 0
42274,6b,-5 to 0,6b: -5 to 0
42275,6b,-5 to 0,6b: -5 to 0
42276,6b,-5 to 0,6b: -5 to 0
42280,7a,0 to 5,7a: 0 to 5
42285,6b,-5 to 0,6b: -5 to 0
42286,6b,-5 to 0,6b: -5 to 0
42288,6b,-5 to 0,6b: -5 to 0
42301,6b,-5 to 0,6b: -5 to 0
42302,6b,-5 to 0,6b: -5 to 0
42303,6b,-5 to 0,6b: -5 to 0
42304,6b,-5 to 0,6b: -5 to 0
42320,6b,-5 to 0,6b: -5 to 0
42321,6b,-5 to 0,6b: -5 to 0
42322,6b,-5 to 0,6b: -5 to 0
42323,6b,-5 to 0,6b: -5 to 0
42324,6b,-5 to 0,6b: -5 to 0
42325,6b,-5 to 0,6b: -5 to 0
42326,6b,-5 to 0,6b: -5 to 0
42327,6b,-5 to 0,6b: -5 to 0
42328,6b,-5 to 0,6b: -5 to 0
42330,6b,-5 to 0,6b: -5 to 0
42332,6b,-5 to 0,6b: -5 to 0
42333,6b,-5 to 0,6b: -5 to 0
42334,6b,-5 to 0,6b: -5 to 0
42337,6b,-5 to 0,6b: -5 to 0
42338,6b,-5 to 0,6b: -5 to 0
42339,6b,-5 to 0,6b: -5 to 0
42343,6b,-5 to 0,6b: -5 to 0
42344,6b,-5 to 0,6b: -5 to 0
42345,6b,-5 to 0,6b: -5 to 0
42347,6b,-5 to 0,6b: -5 to 0
42348,6b,-5 to 0,6b: -5 to 0
42349,6b,-5 to 0,6b: -5 to 0
42350,6b,-5 to 0,6b: -5 to 0
42351,6b,-5 to 0,6b: -5 to 0
42352,6b,-5 to 0,6b: -5 to 0
42354,6b,-5 to 0,6b: -5 to 0
42355,6b,-5 to 0,6b: -5 to 0
42356,6b,-5 to 0,6b: -5 to 0
42361,6b,-5 to 0,6b: -5 to 0
42364,6b,-5 to 0,6b: -5 to 0
42366,6b,-5 to 0,6b: -5 to 0
42367,6b,-5 to 0,6b: -5 to 0
42368,6b,-5 to 0,6b: -5 to 0
42369,6b,-5 to 0,6b: -5 to 0
42370,6b,-5 to 0,6b: -5 to 0
42371,6b,-5 to 0,6b: -5 to 0
42372,6b,-5 to 0,6b: -5 to 0
42374,6b,-5 to 0,6b: -5 to 0
42376,6b,-5 to 0,6b: -5 to 0
42377,6b,-5 to 0,6b: -5 to 0
42378,6b,-5 to 0,6b: -5 to 0
42402,6b,-5 to 0,6b: -5 to 0
42404,6b,-5 to 0,6b: -5 to 0
42406,6b,-5 to 0,6b: -5 to 0
42408,6b,-5 to 0,6b: -5 to 0
42409,6b,-5 to 0,6b: -5 to 0
42410,6b,-5 to 0,6b: -5 to 0
42411,7a,0 to 5,7a: 0 to 5
42413,6b,-5 to 0,6b: -5 to 0
42419,6b,-5 to 0,6b: -5 to 0
42420,6b,-5 to 0,6b: -5 to 0
42431,6b,-5 to 0,6b: -5 to 0
42436,6b,-5 to 0,6b: -5 to 0
42437,6b,-5 to 0,6b: -5 to 0
42440,6b,-5 to 0,6b: -5 to 0
42441,6b,-5 to 0,6b: -5 to 0
42442,6b,-5 to 0,6b: -5 to 0
42444,6b,-5 to 0,6b: -5 to 0
42445,6b,-5 to 0,6b: -5 to 0
42450,7a,0 to 5,7a: 0 to 5
42451,6b,-5 to 0,6b: -5 to 0
42452,6b,-5 to 0,6b: -5 to 0
42453,6b,-5 to 0,6b: -5 to 0
42455,6b,-5 to 0,6b: -5 to 0
42456,6b,-5 to 0,6b: -5 to 0
42457,6b,-5 to 0,6b: -5 to 0
42458,6b,-5 to 0,6b: -5 to 0
42459,6b,-5 to 0,6b: -5 to 0
42460,6b,-5 to 0,6b: -5 to 0
42461,6b,-5 to 0,6b: -5 to 0
42462,6b,-5 to 0,6b: -5 to 0
42463,6b,-5 to 0,6b: -5 to 0
42464,6b,-5 to 0,6b: -5 to 0
42501,6b,-5 to 0,6b: -5 to 0
42502,6b,-5 to 0,6b: -5 to 0
42503,6b,-5 to 0,6b: -5 to 0
42516,6b,-5 to 0,6b: -5 to 0
42518,6b,-5 to 0,6b: -5 to 0
42519,6b,-5 to 0,6b: -5 to 0
42528,6b,-5 to 0,6b: -5 to 0
42533,6b,-5 to 0,6b: -5 to 0
42539,6b,-5 to 0,6b: -5 to 0
42541,6b,-5 to 0,6b: -5 to 0
42544,6b,-5 to 0,6b: -5 to 0
42553,6b,-5 to 0,6b: -5 to 0
42558,6b,-5 to 0,6b: -5 to 0
42564,6b,-5 to 0,6b: -5 to 0
42565,6b,-5 to 0,6b: -5 to 0
42566,6b,-5 to 0,6b: -5 to 0
42567,6b,-5 to 0,6b: -5 to 0
42602,6b,-5 to 0,6b: -5 to 0
42603,6b,-5 to 0,6b: -5 to 0
42629,6b,-5 to 0,6b: -5 to 0
42631,6a,-10 to -5,6a: -10 to -5
42633,6b,-5 to 0,6b: -5 to 0
42634,6b,-5 to 0,6b: -5 to 0
42635,6a,-10 to -5,6a: -10 to -5
42638,6a,-10 to -5,6a: -10 to -5
42642,6b,-5 to 0,6b: -5 to 0
42647,6b,-5 to 0,6b: -5 to 0
42649,6a,-10 to -5,6a: -10 to -5
42653,6a,-10 to -5,6a: -10 to -5
42701,6b,-5 to 0,6b: -5 to 0
42702,6b,-5 to 0,6b: -5 to 0
42712,6b,-5 to 0,6b: -5 to 0
42713,6b,-5 to 0,6b: -5 to 0
42715,6b,-5 to 0,6b: -5 to 0
42716,6b,-5 to 0,6b: -5 to 0
42717,6b,-5 to 0,6b: -5 to 0
42718,6b,-5 to 0,6b: -5 to 0
42719,6b,-5 to 0,6b: -5 to 0
42720,6b,-5 to 0,6b: -5 to 0
42721,6b,-5 to 0,6b: -5 to 0
42722,6b,-5 to 0,6b: -5 to 0
42724,6b,-5 to 0,6b: -5 to 0
42726,6b,-5 to 0,6b: -5 to 0
42728,6b,-5 to 0,6b: -5 to 0
42729,6b,-5 to 0,6b: -5 to 0
42732,6b,-5 to 0,6b: -5 to 0
42733,6b,-5 to 0,6b: -5 to 0
42740,6b,-5 to 0,6b: -5 to 0
42741,6b,-5 to 0,6b: -5 to 0
42742,6b,-5 to 0,6b: -5 to 0
42743,6b,-5 to 0,6b: -5 to 0
42746,6b,-5 to 0,6b: -5 to 0
42748,6b,-5 to 0,6b: -5 to 0
42749,6b,-5 to 0,6b: -5 to 0
42753,6b,-5 to 0,6b: -5 to 0
42754,6b,-5 to 0,6b: -5 to 0
42755,6b,-5 to 0,6b: -5 to 0
42757,6b,-5 to 0,6b: -5 to 0
42758,6b,-5 to 0,6b: -5 to 0
42759,6b,-5 to 0,6b: -5 to 0
42762,6b,-5 to 0,6b: -5 to 0
42764,6b,-5 to 0,6b: -5 to 0
42765,6b,-5 to 0,6b: -5 to 0
42776,6b,-5 to 0,6b: -5 to 0
42782,6b,-5 to 0,6b: -5 to 0
42784,6b,-5 to 0,6b: -5 to 0
42788,6b,-5 to 0,6b: -5 to 0
43001,6a,-10 to -5,6a: -10 to -5
43002,6a,-10 to -5,6a: -10 to -5
43003,6a,-10 to -5,6a: -10 to -5
43004,6a,-10 to -5,6a: -10 to -5
43005,5b,-15 to -10,5b: -15 to -10
43006,5b,-15 to -10,5b: -15 to -10
43007,6a,-10 to -5,6a: -10 to -5
43008,6a,-10 to -5,6a: -10 to -5
43009,6a,-10 to -5,6a: -10 to -5
43010,6a,-10 to -5,6a: -10 to -5
43011,6a,-10 to -5,6a: -10 to -5
43013,6a,-10 to -5,6a: -10 to -5
43014,5b,-15 to -10,5b: -15 to -10
43015,6a,-10 to -5,6a: -10 to -5
43016,6a,-10 to -5,6a: -10 to -5
43017,6a,-10 to -5,6a: -10 to -5
43018,6a,-10 to -5,6a: -10 to -5
43019,5b,-15 to -10,5b: -15 to -10
43021,6a,-10 to -5,6a: -10 to -5
43022,5b,-15 to -10,5b: -15 to -10
43023,6a,-10 to -5,6a: -10 to -5
43025,6a,-10 to -5,6a: -10 to -5
43026,6a,-10 to -5,6a: -10 to -5
43027,6a,-10 to -5,6a: -10 to -5
43028,5b,-15 to -10,5b: -15 to -10
43029,6a,-10 to -5,6a: -10 to -5
43030,6a,-10 to -5,6a: -10 to -5
43031,6a,-10 to -5,6a: -10 to -5
43032,6a,-10 to -5,6a: -10 to -5
43033,6a,-10 to -5,6a: -10 to -5
43035,6a,-10 to -5,6a: -10 to -5
43036,6a,-10 to -5,6a: -10 to -5
43037,5b,-15 to -10,5b: -15 to -10
43040,6a,-10 to -5,6a: -10 to -5
43041,6a,-10 to -5,6a: -10 to -5
43044,6a,-10 to -5,6a: -10 to -5
43045,6a,-10 to -5,6a: -10 to -5
43046,6a,-10 to -5,6a: -10 to -5
43047,6a,-10 to -5,6a: -10 to -5
43048,5b,-15 to -10,5b: -15 to -10
43050,5b,-15 to -10,5b: -15 to -10
43054,6a,-10 to -5,6a: -10 to -5
43055,6a,-10 to -5,6a: -10 to -5
43056,6a,-10 to -5,6a: -10 to -5
43058,6a,-10 to -5,6a: -10 to -5
43060,6a,-10 to -5,6a: -10 to -5
43061,6a,-10 to -5,6a: -10 to -5
43062,6a,-10 to -5,6a: -10 to -5
43064,6a,-10 to -5,6a: -10 to -5
43065,6a,-10 to -5,6a: -10 to -5
43066,6a,-10 to -5,6a: -10 to -5
43067,6a,-10 to -5,6a: -10 to -5
43068,6a,-10 to -5,6a: -10 to -5
43069,6a,-10 to -5,6a: -10 to -5
43070,6a,-10 to -5,6a: -10 to -5
43071,6a,-10 to -5,6a: -10 to -5
43072,6a,-10 to -5,6a: -10 to -5
43073,6a,-10 to -5,6a: -10 to -5
43074,6a,-10 to -5,6a: -10 to -5
43076,6a,-10 to -5,6a: -10 to -5
43077,6a,-10 to -5,6a: -10 to -5
43078,6a,-10 to -5,6a: -10 to -5
43080,5b,-15 to -10,5b: -15 to -10
43081,6a,-10 to -5,6a: -10 to -5
43082,6a,-10 to -5,6a: -10 to -5
43083,6a,-10 to -5,6a: -10 to -5
43084,6a,-10 to -5,6a: -10 to -5
43085,6a,-10 to -5,6a: -10 to -5
43086,6a,-10 to -5,6a: -10 to -5
43093,6a,-10 to -5,6a: -10 to -5
43101,6a,-10 to -5,6a: -10 to -5
43102,6a,-10 to -5,6a: -10 to -5
43103,6a,-10 to -5,6a: -10 to -5
43105,6a,-10 to -5,6a: -10 to -5
43106,6a,-10 to -5,6a: -10 to -5
43107,6a,-10 to -5,6a: -10 to -5
43109,6a,-10 to -5,6a: -10 to -5
43110,6a,-10 to -5,6a: -10 to -5
43111,6a,-10 to -5,6a: -10 to -5
43112,6a,-10 to -5,6a: -10 to -5
43113,6a,-10 to -5,6a: -10 to -5
43115,6a,-10 to -5,6a: -10 to -5
43116,6a,-10 to -5,6a: -10 to -5
43117,6a,-10 to -5,6a: -10 to -5
43119,6a,-10 to -5,6a: -10 to -5
43123,6a,-10 to -5,6a: -10 to -5
43125,6a,-10 to -5,6a: -10 to -5
43126,6a,-10 to -5,6a: -10 to -5
43127,6a,-10 to -5,6a: -10 to -5
43128,6a,-10 to -5,6a: -10 to -5
43130,6a,-10 to -5,6a: -10 to -5
43135,6a,-10 to -5,6a: -10 to -5
43136,6a,-10 to -5,6a: -10 to -5
43137,6a,-10 to -5,6a: -10 to -5
43138,6a,-10 to -5,6a: -10 to -5
43140,6a,-10 to -5,6a: -10 to -5
43142,6a,-10 to -5,6a: -10 to -5
43143,6a,-10 to -5,6a: -10 to -5
43144,5b,-15 to -10,5b: -15 to -10
43145,6a,-10 to -5,6a: -10 to -5
43146,6a,-10 to -5,6a: -10 to -5
43147,6a,-10 to -5,6a: -10 to -5
43148,6a,-10 to -5,6a: -10 to -5
43149,6a,-10 to -5,6a: -10 to -5
43150,6a,-10 to -5,6a: -10 to -5
43151,6a,-10 to -5,6a: -10 to -5
43152,6a,-10 to -5,6a: -10 to -5
43153,6a,-10 to -5,6a: -10 to -5
43154,6a,-10 to -5,6a: -10 to -5
43155,6a,-10 to -5,6a: -10 to -5
43156,6a,-10 to -5,6a: -10 to -5
43157,6a,-10 to -5,6a: -10 to -5
43158,6a,-10 to -5,6a: -10 to -5
43160,6a,-10 to -5,6a: -10 to -5
43162,6a,-10 to -5,6a: -10 to -5
43164,6a,-10 to -5,6a: -10 to -5
43194,6a,-10 to -5,6a: -10 to -5
43195,6a,-10 to -5,6a: -10 to -5
43199,6a,-10 to -5,6a: -10 to -5
43201,6a,-10 to -5,6a: -10 to -5
43202,6a,-10 to -5,6a: -10 to -5
43203,6a,-10 to -5,6a: -10 to -5
43204,6a,-10 to -5,6a: -10 to -5
43205,6a,-10 to -5,6a: -10 to -5
43206,6a,-10 to -5,6a: -10 to -5
43207,6a,-10 to -5,6a: -10 to -5
43209,6a,-10 to -5,6a: -10 to -5
43210,6a,-10 to -5,6a: -10 to -5
43211,6a,-10 to -5,6a: -10 to -5
43212,6a,-10 to -5,6a: -10 to -5
43213,6a,-10 to -5,6a: -10 to -5
43214,6a,-10 to -5,6a: -10 to -5
43215,6a,-10 to -5,6a: -10 to -5
43216,6a,-10 to -5,6a: -10 to -5
43217,6a,-10 to -5,6a: -10 to -5
43218,6a,-10 to -5,6a: -10 to -5
43219,6a,-10 to -5,6a: -10 to -5
43220,6a,-10 to -5,6a: -10 to -5
43221,6a,-10 to -5,6a: -10 to -5
43222,6a,-10 to -5,6a: -10 to -5
43223,6a,-10 to -5,6a: -10 to -5
43224,6a,-10 to -5,6a: -10 to -5
43226,6a,-10 to -5,6a: -10 to -5
43227,6a,-10 to -5,6a: -10 to -5
43228,6a,-10 to -5,6a: -10 to -5
43229,6a,-10 to -5,6a: -10 to -5
43230,6a,-10 to -5,6a: -10 to -5
43231,6a,-10 to -5,6a: -10 to -5
43232,6a,-10 to -5,6a: -10 to -5
43234,6a,-10 to -5,6a: -10 to -5
43235,6a,-10 to -5,6a: -10 to -5
43236,6a,-10 to -5,6a: -10 to -5
43240,6a,-10 to -5,6a: -10 to -5
43251,6a,-10 to -5,6a: -10 to -5
43260,6a,-10 to -5,6a: -10 to -5
43266,6a,-10 to -5,6a: -10 to -5
43268,6a,-10 to -5,6a: -10 to -5
43270,6a,-10 to -5,6a: -10 to -5
43271,6a,-10 to -5,6a: -10 to -5
43272,6a,-10 to -5,6a: -10 to -5
43279,6a,-10 to -5,6a: -10 to -5
43287,6a,-10 to -5,6a: -10 to -5
43291,6a,-10 to -5,6a: -10 to -5
43301,6a,-10 to -5,6a: -10 to -5
43302,6a,-10 to -5,6a: -10 to -5
43310,6a,-10 to -5,6a: -10 to -5
43311,6a,-10 to -5,6a: -10 to -5
43314,6a,-10 to -5,6a: -10 to -5
43315,6a,-10 to -5,6a: -10 to -5
43316,6a,-10 to -5,6a: -10 to -5
43317,5b,-15 to -10,5b: -15 to -10
43318,6a,-10 to -5,6a: -10 to -5
43319,6a,-10 to -5,6a: -10 to -5
43320,6a,-10 to -5,6a: -10 to -5
43321,6a,-10 to -5,6a: -10 to -5
43322,6a,-10 to -5,6a: -10 to -5
43323,6a,-10 to -5,6a: -10 to -5
43324,6a,-10 to -5,6a: -10 to -5
43325,6a,-10 to -5,6a: -10 to -5
43326,6a,-10 to -5,6a: -10 to -5
43330,6a,-10 to -5,6a: -10 to -5
43331,6a,-10 to -5,6a: -10 to -5
43332,6a,-10 to -5,6a: -10 to -5
43333,6a,-10 to -5,6a: -10 to -5
43334,6a,-10 to -5,6a: -10 to -5
43335,6a,-10 to -5,6a: -10 to -5
43336,6a,-10 to -5,6a: -10 to -5
43337,6a,-10 to -5,6a: -10 to -5
43338,6a,-10 to -5,6a: -10 to -5
43340,6a,-10 to -5,6a: -10 to -5
43341,6a,-10 to -5,6a: -10 to -5
43342,6a,-10 to -5,6a: -10 to -5
43343,6a,-10 to -5,6a: -10 to -5
43344,6a,-10 to -5,6a: -10 to -5
43345,6a,-10 to -5,6a: -10 to -5
43346,6a,-10 to -5,6a: -10 to -5
43347,6a,-10 to -5,6a: -10 to -5
43348,6a,-10 to -5,6a: -10 to -5
43349,5b,-15 to -10,5b: -15 to -10
43350,5b,-15 to -10,5b: -15 to -10
43351,6a,-10 to -5,6a: -10 to -5
43356,6a,-10 to -5,6a: -10 to -5
43357,6a,-10 to -5,6a: -10 to -5
43358,6a,-10 to -5,6a: -10 to -5
43359,6a,-10 to -5,6a: -10 to -5
43360,6a,-10 to -5,6a: -10 to -5
43402,6a,-10 to -5,6a: -10 to -5
43403,6a,-10 to -5,6a: -10 to -5
43406,6a,-10 to -5,6a: -10 to -5
43407,6a,-10 to -5,6a: -10 to -5
43408,6b,-5 to 0,6b: -5 to 0
43410,6a,-10 to -5,6a: -10 to -5
43412,6b,-5 to 0,6b: -5 to 0
43413,6a,-10 to -5,6a: -10 to -5
43414,6a,-10 to -5,6a: -10 to -5
43416,6a,-10 to -5,6a: -10 to -5
43420,6a,-10 to -5,6a: -10 to -5
43430,6a,-10 to -5,6a: -10 to -5
43431,6a,-10 to -5,6a: -10 to -5
43432,6b,-5 to 0,6b: -5 to 0
43433,6b,-5 to 0,6b: -5 to 0
43434,6b,-5 to 0,6b: -5 to 0
43435,6a,-10 to -5,6a: -10 to -5
43436,6b,-5 to 0,6b: -5 to 0
43437,6a,-10 to -5,6a: -10 to -5
43438,6b,-5 to 0,6b: -5 to 0
43439,6b,-5 to 0,6b: -5 to 0
43440,6b,-5 to 0,6b: -5 to 0
43441,6a,-10 to -5,6a: -10 to -5
43442,6a,-10 to -5,6a: -10 to -5
43443,6a,-10 to -5,6a: -10 to -5
43445,6b,-5 to 0,6b: -5 to 0
43446,6b,-5 to 0,6b: -5 to 0
43447,6b,-5 to 0,6b: -5 to 0
43449,6b,-5 to 0,6b: -5 to 0
43450,6a,-10 to -5,6a: -10 to -5
43451,6a,-10 to -5,6a: -10 to -5
43452,6b,-5 to 0,6b: -5 to 0
43456,6b,-5 to 0,6b: -5 to 0
43457,6a,-10 to -5,6a: -10 to -5
43458,6b,-5 to 0,6b: -5 to 0
43460,6b,-5 to 0,6b: -5 to 0
43462,6a,-10 to -5,6a: -10 to -5
43463,6a,-10 to -5,6a: -10 to -5
43464,6a,-10 to -5,6a: -10 to -5
43465,6b,-5 to 0,6b: -5 to 0
43466,6a,-10 to -5,6a: -10 to -5
43467,6a,-10 to -5,6a: -10 to -5
43468,6b,-5 to 0,6b: -5 to 0
43469,6a,-10 to -5,6a: -10 to -5
43501,5b,-15 to -10,5b: -15 to -10
43502,6a,-10 to -5,6a: -10 to -5
43504,6a,-10 to -5,6a: -10 to -5
43505,5b,-15 to -10,5b: -15 to -10
43506,6a,-10 to -5,6a: -10 to -5
43510,6a,-10 to -5,6a: -10 to -5
43511,6a,-10 to -5,6a: -10 to -5
43512,6a,-10 to -5,6a: -10 to -5
43515,6a,-10 to -5,6a: -10 to -5
43516,6a,-10 to -5,6a: -10 to -5
43517,5b,-15 to -10,5b: -15 to -10
43518,5b,-15 to -10,5b: -15 to -10
43519,6a,-10 to -5,6a: -10 to -5
43520,6a,-10 to -5,6a: -10 to -5
43521,6a,-10 to -5,6a: -10 to -5
43522,6a,-10 to -5,6a: -10 to -5
43523,6a,-10 to -5,6a: -10 to -5
43524,6a,-10 to -5,6a: -10 to -5
43525,6a,-10 to -5,6a: -10 to -5
43526,6a,-10 to -5,6a: -10 to -5
43527,6a,-10 to -5,6a: -10 to -5
43528,6a,-10 to -5,6a: -10 to -5
43529,6a,-10 to -5,6a: -10 to -5
43530,6a,-10 to -5,6a: -10 to -5
43531,5b,-15 to -10,5b: -15 to -10
43532,6a,-10 to -5,6a: -10 to -5
43533,6a,-10 to -5,6a: -10 to -5
43534,6a,-10 to -5,6a: -10 to -5
43535,6a,-10 to -5,6a: -10 to -5
43536,6a,-10 to -5,6a: -10 to -5
43537,6a,-10 to -5,6a: -10 to -5
43540,6a,-10 to -5,6a: -10 to -5
43541,6a,-10 to -5,6a: -10 to -5
43542,6a,-10 to -5,6a: -10 to -5
43543,5b,-15 to -10,5b: -15 to -10
43545,6a,-10 to -5,6a: -10 to -5
43547,6a,-10 to -5,6a: -10 to -5
43548,6a,-10 to -5,6a: -10 to -5
43549,6a,-10 to -5,6a: -10 to -5
43550,6a,-10 to -5,6a: -10 to -5
43551,6a,-10 to -5,6a: -10 to -5
43552,6a,-10 to -5,6a: -10 to -5
43553,6a,-10 to -5,6a: -10 to -5
43554,5b,-15 to -10,5b: -15 to -10
43555,6a,-10 to -5,6a: -10 to -5
43556,6a,-10 to -5,6a: -10 to -5
43557,6a,-10 to -5,6a: -10 to -5
43558,6a,-10 to -5,6a: -10 to -5
43560,6a,-10 to -5,6a: -10 to -5
